reranker_label,reranker_variant_id,selection_key,case_type,original_id,question,gold_answer,label_top5,label_topk,risk_top5,risk_topk,retrieved_more,answered,top5_titles,topk_new_titles,missing_support_top5,missing_support_topk
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7b55375542995eb53be91f,"Who did the player nicknamed ""The Human Highlight Film"" play for after he left the Atlanta Hawks?",Boston Celtics,insufficient,insufficient,0.8527188608856405,0.8527188608856405,0,0,"Dominique Wilkins || 1985–86 Atlanta Hawks season || Atlanta Hawks || Atlanta Hawks, LLC || List of Atlanta Hawks head coaches",,1994 95 atlanta hawks season,1994 95 atlanta hawks season
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7b69b155429927d897bfbc,"The Welsh professional footballer Dan Hanford has association with which club that is based in Clitheroe, Lancashire?",Clitheroe Football Club,insufficient,insufficient,0.10789213327292824,0.10789213327292824,0,1,Dan Hanford || Clitheroe || Association football || Clitheroe cricket club || Goalkeeper (association football),,clitheroe f c,clitheroe f c
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7b85ac5542997c3ec971ef,Milo Parker starred in which 2014 movie alongside Gillian Anderson?,Robot Overlords,insufficient,insufficient,0.26557926347911526,0.26557926347911526,0,1,Milo Parker || Francesca Fowler || List of awards and nominations received by Gillian Anderson || Gillian Anderson || Camille Anderson,,robot overlords,robot overlords
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7bb2595542995eb53be99b,"Who was born first, George Kuchar or Arthur Penn?",Arthur Hiller Penn,insufficient,insufficient,0.20167837054003757,0.20167837054003757,0,1,George Kuchar || It Came from Kuchar || Film director || Underground film || Arthur Penn (disambiguation),,arthur penn,arthur penn
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7bea3d5542996dd594b847,"What actor replaced the Welch actor born in 1978 who played Robin Hood in the first season of ""Once upon a Time""?",Sean Maguire,sufficient,sufficient,0.6897985912244468,0.6897985912244468,0,0,Robin Hood (Once Upon a Time) || Robin Hood || Once Upon a Time (TV series) || Sean Maguire || Tom Ellis (actor),,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7c0dab5542997c3ec972d2,"Los Angeles Historic-Cultural Monument (No. 139) hosted an event by what organization on Oct 12, 1991?",IFBB professional bodybuilding,insufficient,insufficient,0.25454699243643886,0.25454699243643886,0,1,"Los Angeles Historic-Cultural Monument || Shrine Auditorium || Los Angeles || Watts, Los Angeles || Shriners",,1991 ms olympia,1991 ms olympia
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c17c95542990527d5544d,"A guitar player called Noodles is a longtime member of which band, The Smashing Pumpkins or The Offspring?",The Offspring,insufficient,insufficient,0.8314657164517782,0.8314657164517782,0,0,The Smashing Pumpkins || List of the Smashing Pumpkins band members || Billy Corgan || James Iha || Alternative rock,,the offspring,the offspring
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7c67c15542990527d55498,Who was the electoral division that James Tully  represented in 1928 named after?,Sir Edmund Barton,insufficient,insufficient,0.8112256973765096,0.8112256973765096,0,0,Electoral division of Gillen || Electoral division of Palmerston || Francis James Gillen || Electoral divisions of the Northern Territory || Electoral division of Wagaman,,division of barton || james tully australian politician,division of barton || james tully australian politician
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7c8ae855429935c91b5207,Which member of The New Russian School was both a doctor and a chemist besides being a composer?,Alexander Porfiryevich Borodin,insufficient,insufficient,0.6328183388648366,0.6328183388648366,0,1,Alexander Borodin || Borodin (disambiguation) || Alexander Knyazev || Vasily Severgin || Russia,,the mighty handful,the mighty handful
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7ca98f55429935c91b5288,What religion was the martyr to whom the Lady of the Valey statue is dedicated?,Christian,insufficient,insufficient,0.6353337028253069,0.6353337028253069,0,1,"Our Lady of the Rockies || Lady on the rock (statue) || Butte, Montana || Lady of the Valley || Statue",,saint george,saint george
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7cbf8c554299452d57b9f4,"Which came out first, Dinosaur or McFarland, USA",Dinosaur,insufficient,insufficient,0.9024551685501577,0.9024551685501577,0,0,"McFarland, USA || McFarland School District || Mark Ciardi || Jamarkus McFarland || McFarland High School (Wisconsin)",,dinosaur film,dinosaur film
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7cd7f055429909bec7683e,What school was the actress who appeared with Michelle Williams in the last play by Russian playwright Anton Chekhov attending when she was signed on for a talent holding deal?,Juilliard School,insufficient,insufficient,0.40835436772091566,0.40835436772091566,0,1,Jessica Chastain || Jessica Chastain on screen and stage || Three Sisters (play) || Anton Chekhov || Talent holding deal,,the cherry orchard,the cherry orchard
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7cdd6b55429909bec76858,"Which band formed earlier, Edward Sharpe and the Magnetic Zeros or Louis XIV?",Louis XIV,insufficient,insufficient,0.8769575259478459,0.8769575259478459,0,0,Edward Sharpe and the Magnetic Zeros || PersonA || Edward Sharpe and the Magnetic Zeros (album) || Alex Ebert || Home (Edward Sharpe and the Magnetic Zeros song),,louis xiv band,louis xiv band
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7cfea2554299452d57babe,"Which aired first, Life After People or Werner Herzog Eats His Shoe?",Werner Herzog Eats His Shoe,insufficient,insufficient,0.7912552555711871,0.7912552555711871,0,0,Werner Herzog Eats His Shoe || Werner Herzog || Errol Morris || Even Dwarfs Started Small || Gates of Heaven,,life after people,life after people
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7d1c525542995ed0d165f2,"Where is the host of the American survival skills reality show, The Island, originally from?",Northern Ireland,insufficient,insufficient,0.30623084179685967,0.30623084179685967,0,1,Cody Lundin || Survival Skills || The Island (U.S. TV series) || Survive This (season 2) || Dual Survival,,bear grylls,bear grylls
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7d3470554299452d57bb56,A scam involving a male calling small town fast-food restaurants and pretending to be a police officer to have them strip search employees was turned into a movie of what name?,Compliance,sufficient,sufficient,0.8910833664944479,0.8910833664944479,0,0,Strip search phone call scam || Compliance (film) || Gas leak phone call scam || Strip search || Fast food restaurant,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7d54165542995f4f402256,"A medieval fortress in Dirleton, East Lothian, Scotland borders on the south side of what coastal area?",Yellowcraig,insufficient,insufficient,0.19867268850386036,0.19867268850386036,0,1,Dirleton Castle || Dirleton || East Lothian || Scotland || Lothian and Borders,,yellowcraigs,yellowcraigs
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7dbb605542997cc2c47486,Many jack-in-the-boxes use an English nursery rhyme with a Roud Folk Song Index number of what?,5249,insufficient,insufficient,0.7056184692693097,0.7056184692693097,0,0,Jack Be Nimble || Roud Folk Song Index || Jack Sprat || Needles and Pins (nursery rhyme) || Jack and Jill (nursery rhyme),,jack in the box || pop goes the weasel,jack in the box || pop goes the weasel
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7dc7735542990b8f503a93,Born 2 B.R.E.E.D. was co-written by the late singer-songwriter who has sold over how many records worldwide?,100 million,insufficient,insufficient,0.8290299121458189,0.8290299121458189,0,0,Ricardo Montaner || Rhett Lawrence || Tina Arena || Josh Groban || Mark Owen,,born 2 b r e e d || prince musician,born 2 b r e e d || prince musician
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7e05ba5542995f4f402392,For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,The Late Late Show,insufficient,insufficient,0.4741681603328565,0.4741681603328565,0,1,One Night Only (TV series) || For One Night Only (Irish TV series) || Stefan Raab || Ben Shephard || One Man Show (album),,gay byrne,gay byrne
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7e08b55542997cc2c474fe,What current NHL team owner played for the team that won the Stanley cup in 1992?,Mario Lemieux,insufficient,insufficient,0.7872063039073941,0.7872063039073941,0,0,1992 Stanley Cup playoffs || Montreal Maroons || Chicago Blackhawks || Stanley Cup || 1993 Stanley Cup playoffs,,1992 stanley cup finals || mario lemieux,1992 stanley cup finals || mario lemieux
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7e0ed25542991319bc9424,"The 249th episode of ""The Simpsons"" was aired on what date?","November 1, 2000",insufficient,insufficient,0.9177467115542054,0.9177467115542054,0,0,The Town (The Simpsons) || YOLO (The Simpsons) || The Simpsons Guy || Paths of Glory (The Simpsons) || Friends and Family (The Simpsons),,the simpsons season 12 || treehouse of horror xi,the simpsons season 12 || treehouse of horror xi
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7e14a65542995ed0d16686,"What film was the screen debut of the musician nicknamed ""Lady Day""?",Symphony in Black,insufficient,insufficient,0.5452499921097119,0.5452499921097119,0,1,The Cowboy and the Lady (1911 film) || Silent film || Tokyo Lady || Later That Day || Western (genre),,billie holiday || symphony in black,billie holiday || symphony in black
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7e1cd955429965cec5ea76,During which months of the year does the goalkeeper for Bengaluru FC play? ,November to March,insufficient,insufficient,0.9226924950551814,0.9226924950551814,0,0,Bengaluru FC || Bengaluru FC Academy || History of Bengaluru FC || List of Bengaluru FC players || List of Bengaluru FC seasons,,abhra mondal || indian super league,abhra mondal || indian super league
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7e21165542995ed0d166a2,"Who is younger, Billy Idol or Ray Wilson?",Raymond Wilson,insufficient,insufficient,0.9193595402994574,0.9193595402994574,0,0,Billy Idol || Billy Idol (album) || Shock to the System (Billy Idol song) || Charmed Life (Billy Idol album) || Ray Wilson Live,,ray wilson musician,ray wilson musician
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7e32905542991319bc943b,Jennifer Jones captained the gold medalists for Canada at the Sochi Winter Olympics in which event?,Curling,insufficient,insufficient,0.33636597021070286,0.33636597021070286,0,1,List of Olympic medalists in luge || Jenny Jones (snowboarder) || Dawn McEwen || Kirsten Wall || Sochi,,2007 trail appliances autumn gold curling classic || jennifer jones curler,2007 trail appliances autumn gold curling classic || jennifer jones curler
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7e618155429949594199b0,New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,sufficient,sufficient,0.6904282458572635,0.6904282458572635,0,0,"New York State Route 9R || Boght Corners, New York || New York State Route 470 || Albany County, New York || Cohoes, New York",,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7f19eb55429934daa2fcdb,"Which band originated from the United States, Milky Chance or Stone Temple Pilots?",Stone Temple Pilots,insufficient,insufficient,0.8125816541740924,0.8125816541740924,0,0,Stone Temple Pilots discography || Stone Temple Pilots || Down (Stone Temple Pilots song) || United States || Core (Stone Temple Pilots album),,milky chance,milky chance
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7f1d3c5542993067513639,Which European based oil giant bought the commodities trading arm of J.P. Morgan in 2014?,Mercuria Energy Group Ltd,insufficient,insufficient,0.4291439001612148,0.4291439001612148,0,1,Mercuria Energy Group || Morgan Downey || JPMorgan Chase || Commodity market || Biodiesel,,claude wilfrid etoka,claude wilfrid etoka
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7f40055542992e7d278cc0, What did an English former footballer purchase in march 2009?,50 JJB Sports Fitness Clubs,insufficient,insufficient,0.9202628975133346,0.9202628975133346,0,0,Eddie Lowe (footballer) || Stuart Slater || Giuliano Grazioli || Brian Walsh (English footballer) || Eric Anderson (English footballer),,dave whelan || dw sports fitness,dave whelan || dw sports fitness
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7f54665542992097ad2f1a,The city that hosted the Olympics where Taiwan competed as Chinese Taipei is situated at the confluence of what two rivers?,Bow River and the Elbow River,insufficient,insufficient,0.7365774954889128,0.7365774954889128,0,0,Chinese Taipei at the 2008 Summer Olympics || Chinese Taipei at the Olympics || Chinese Taipei || Chinese Taipei at the 2006 Winter Olympics || Taiwan,,calgary || chinese taipei at the 1988 winter olympics,calgary || chinese taipei at the 1988 winter olympics
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7f567e5542992097ad2f22,"Which year was the more recent engine series, the Honda K or Honda H, introduced?",2001,insufficient,insufficient,0.8770395682287199,0.8770395682287199,0,0,Honda B engine || Honda J engine || Honda B20A engine || Honda K engine || Honda D engine,,honda h engine,honda h engine
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7f63645542992e7d278cf1,Did Vertical Horizon or LCD Soundsystem start their bands first?,Vertical Horizon,insufficient,insufficient,0.9212180519913072,0.9212180519913072,0,0,LCD Soundsystem || Give It Up (LCD Soundsystem song) || LCD Soundsystem discography || LCD Soundsystem (album) || The Long Goodbye: LCD Soundsystem Live at Madison Square Garden,,vertical horizon,vertical horizon
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a7f66f155429969796c1a33,What 3 countries are part of the legal name of the airline that merged with Braathens in 2004?,Denmark–Norway–Sweden,insufficient,insufficient,0.6824503265450966,0.6824503265450966,0,0,Braathens || List of Braathens destinations || SAS Braathens || History of Braathens (1994–2004) || Airline,,scandinavian airlines,scandinavian airlines
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7f87755542994857a76769,Belle Gold is a fictional character portrayed by an actress of what nationality?,Australian,insufficient,insufficient,0.5964202355009721,0.5964202355009721,0,1,Belle (Once Upon a Time) || Belle Dupree || Janis Gold || Uhura || Úrsula,,emilie de ravin,emilie de ravin
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7f89c75542994857a76775,"The terminology of algebraic geometry changed drastically with the introduction of the general methods, initiated by a mathematician of what nationality?",German,insufficient,insufficient,0.13564569488491146,0.13564569488491146,0,1,Glossary of classical algebraic geometry || Alexander Grothendieck || Italian school of algebraic geometry || André Weil || Algebraic geometry,,david hilbert,david hilbert
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7f9cbd5542994857a7677c,"Aside from the Ivorian who was born in 1986, what other big name footballer has gone through the FC Bibo?","Feyenoord's Sekou Cissé, WS Woluwe's Bassilia Sakanoko, UTA Arad's Leoh Digbeu",insufficient,insufficient,0.3746967522902531,0.3746967522902531,0,1,FC Bibo || Bibo || FC UTA Arad || Association football || Bassilia Sakanoko,,cheick tiot,cheick tiot
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7fa08d55429969796c1af7,"Were the board games, Clans and Drunter und Drüber, both created by Leo Colovini?",Drunter und Drüber is a multiplayer board game invented by Klaus Teuber,insufficient,insufficient,0.140559814403327,0.140559814403327,0,1,Drunter und Drüber || Leo Colovini || 1991 in games || Hans im Glück || Board game,,clans board game,clans board game
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a7fc8d05542992e7d278d86,"Which Air Force member was behind enemy lines for 11 1/2 days and had the largest,longest and most complex rescue mission?","Lieutenant Colonel Iceal E. ""Gene"" Hambleton",sufficient,sufficient,0.7278766728192473,0.7278766728192473,0,0,Iceal Hambleton || Rescue of Bat 21 Bravo || Combat Search and Rescue (Turkish Armed Forces) || United States Air Force || Call sign,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a7fd95d5542992e7d278dc5,"Wagner Moura received what nomination for playing the lead role of ""The King of Cocaine""? ",Golden Globe,insufficient,insufficient,0.5515285355863178,0.5515285355863178,0,1,Wagner Moura || Actor || Brazil || Elite Squad || Shelley Long,,pablo escobar,pablo escobar
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a802b595542995d8a8ddf51,"What is the familiar name for the first operation in the Battle of Normandy, also codenamed Operation Overlord?",D-Day,insufficient,insufficient,0.22330316069481293,0.22330316069481293,0,1,Operation Overlord || Normandy landings || Invasion of Normandy || Operation Epsom || Nazi Germany,,thomas d howie,thomas d howie
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a804f01554299485f5985bf,"Which magazine has more issues per month, Club or Pro Football Weekly ",Pro Football Weekly,insufficient,insufficient,0.15729102035116999,0.15729102035116999,0,1,Pro Football Weekly || Magazine || Princeton Alumni Weekly || National Football League || Ajax Magazine,,club magazine,club magazine
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a806aca5542996402f6a503,Which characters are akin to goblins and were added to a Tilted Mill Entertainment video game in 2009?,Orc characters,insufficient,insufficient,0.7243520888814831,0.7243520888814831,0,0,Tilted Mill Entertainment || Hinterland (video game) || Mosby's Confederacy (video game) || Video game developer || Impressions Games,,orc,orc
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a8099935542996402f6a58b,"What television thriller anthology did the winner of one Golden Globe, two tony Awards and six Primetime Emmy Awards appear on?",Darkroom,insufficient,insufficient,0.7821804103777258,0.7821804103777258,0,0,Brian Dennehy || Al Pacino on stage and screen || Laura Linney || Primetime Emmy Award || Al Pacino,,darkroom tv series,darkroom tv series
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a809e9f5542996402f6a5b1,Ricky Martin's concert tour in 1999 featured an American heavy metal band formed in what year?,1991,insufficient,insufficient,0.2980981410025477,0.2980981410025477,0,1,List of Slipknot concert tours || Livin la Vida Loco || Eye to Eye Tour || The Unholy Alliance Tour || Real Live Tour,,machine head band,machine head band
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a80a25d5542995d8a8ddfb7,What is the name of the vocalist who collaborated with the rap duo who won the 2002 Grammy Award for Best Rap Performance by a Duo or Group?,Sleepy Brown,insufficient,insufficient,0.8905138217998386,0.8905138217998386,0,0,Grammy Award for Best Rap Performance by a Duo or Group || Grammy Award for Best Rap Performance || Grammy Award for Best Rap Solo Performance || Grammy Award for Best Country Performance by a Duo or Group with Vocal || Grammy Award,,ms jackson || so fresh so clean,ms jackson || so fresh so clean
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a80abb65542996402f6a5df,What organization affiliated with the National Collegiate Athletic Association Division were the 2012 Hawaii Warriors football team first year members of?,Mountain West Conference,insufficient,insufficient,0.10924027736444354,0.10924027736444354,0,1,2012 Hawaii Warriors football team || Hawaii Rainbow Warriors baseball || National Collegiate Athletic Association || Hawaii Rainbow Warriors football || Big West Conference,,mountain west conference,mountain west conference
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a80c79155429938b61421da,"How many seasons has a popular tv show had, in which one of the episodes is called Moho House?",28,insufficient,insufficient,0.8475269761681931,0.8475269761681931,0,0,Moho House || Me TV (TV series) || Shadow Hunter (TV series) || Karl & Co || List of Full House episodes,,the simpsons season 28,the simpsons season 28
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a80d2c6554299260e20a17c,British Airways and EasyJet are both based out of where?,London,sufficient,sufficient,0.8563014599198134,0.8563014599198134,0,0,British Airways || History of British Airways || EasyJet || Thomson Airways || International Airlines Group,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a81108855429926c1cdace2,"What is the global rank by population of the city that Daewoong Pharmaceutical Co., Ltd is based in?",world's 16th largest city,insufficient,insufficient,0.16656493455938315,0.16656493455938315,0,1,"Daewoong Pharmaceutical Co., Ltd || Over-the-counter drug || South Korea || Health care || Pharmaceutical drug",,seoul,seoul
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a81711455429938b614233e,"Are both ""Cooking Light"" and ""Vibe"" magazines?",yes,insufficient,insufficient,0.5703738511270489,0.5703738511270489,0,1,Cooking Light || Southern Progress Corporation || Alan Light || Vibe || Daniel Galmiche,,vibe magazine,vibe magazine
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a81778355429926c1cdad2e,What lake in Australia is named after a Scottish Knight?,Lake Wallace,insufficient,insufficient,0.7807697889570322,0.7807697889570322,0,0,Lake Carnegie (Western Australia) || Lago di Lentini || Lake Wallace || Lake || Australia,,william wallace,william wallace
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a81967a55429926c1cdad44,"Where does the Husband character reside in the book published in 1847 under the pseudonym ""Ellis Bell""?",Thrushcross Grange,insufficient,insufficient,0.7392331428120925,0.7392331428120925,0,0,Adaptations of Wuthering Heights || Wuthering Heights || List of Wuthering Heights references || Charlotte Brontë || Emily Brontë,,edgar linton,edgar linton
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a81a4135542990a1d231e37,What was the first year a scientific journal published by an organization located in the Bronx was published?,1909,insufficient,insufficient,0.9145788545944066,0.9145788545944066,0,0,Medical Physics (journal) || Neuroscience (journal) || Scientific journal || The Scientific World Journal || Peckhamia (journal),,mycologia || new york botanical garden,mycologia || new york botanical garden
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a81e89d5542995ce29dcc72,Kalle Mäkinen is nicknamed after a Spanish football that captains what two teams?,Real Madrid and the Spain national team,insufficient,insufficient,0.12612653248152525,0.12612653248152525,0,1,Kalle Mäkinen || Association football || Kalle || Finland || Maskun Palloseura,,sergio ramos,sergio ramos
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a81fbc25542990a1d231f09,"Are Sandy Mayer and Billy Martin both more successful at doubles than singles, in terms of tournament wins?",yes,insufficient,insufficient,0.7177582611008185,0.7177582611008185,0,0,Sandy Mayer || Guadalajara Open || Stanford University || Billy Donovan || 1980 Congoleum Classic – Doubles,,billy martin tennis,billy martin tennis
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a82028a554299676cceb1d6,What defines Downers Grove as a thriller?,by the moods they elicit,insufficient,insufficient,0.8765898671994339,0.8765898671994339,0,0,"The Curse of Downers Grove || Downers Grove (novel) || Downers Grove, Illinois || Downers Grove North High School || Downers Grove Main Street station",,thriller genre,thriller genre
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a8284b555429954d2e2eb5f,How many rooms does the Tropicana Hotel have where the 7th annual Adult Video News awards ceremony were held in 1980?,"1,467 rooms",sufficient,sufficient,0.8874650702309159,0.8874650702309159,0,0,7th AVN Awards || 4th AVN Awards || 5th AVN Awards || 6th AVN Awards || Tropicana Las Vegas,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,over_abstain,5a8297c055429954d2e2eb71,"Who does the previous Vice President of Production at the animation studio that is owned and operated by Viacom, currently work for?",Cartoon Network Studios,sufficient,sufficient,0.6961499596731792,0.6961499596731792,0,0,Nickelodeon Animation Studio || Casey Patterson || Animation studio || Brian A. Miller || Carl Folta,,,
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a82bc7455429940e5e1a926,In what movie did the male star of a movie about a widowed 37-year-old woman also star in in the year 1993?,"""Red Rock West""",insufficient,insufficient,0.2586709216216886,0.2586709216216886,0,1,Moonstruck || My Lucky Star (novel) || 37 Comae Berenices || Bijoy Ketan Mishra || Time's Raging,,nicolas cage,nicolas cage
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a83316b5542993344745fe5,What is the name of the show that the man that was drafted eighth overall in the 1995 NFL Draft co-hosts?,College Football Scoreboard,insufficient,insufficient,0.9186331982053704,0.9186331982053704,0,0,T. J. Green || List of Hawaii Warriors in the NFL Draft || Jamaal Anderson || Vernon Hargreaves || Ryan Tannehill,,espn college football friday primetime || joey galloway,espn college football friday primetime || joey galloway
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a8347d65542996488c2e3f6,in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?,Kurt Russell,insufficient,insufficient,0.9076524317945687,0.9076524317945687,0,0,Dan Meyer (pitcher) || Jeff Jones (pitcher) || John Leister || Jonathan Hurst || Mark Johnson (pitcher),,mark ciardi || miracle 2004 film,mark ciardi || miracle 2004 film
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a835c9f5542992ef85e228a,What army did the namesake of the ship launched as the München in 1930 fight in during the American Revolutionary War?,Continental Army,insufficient,insufficient,0.8942202712655254,0.8942202712655254,0,0,British Army during the American Revolutionary War || SS General von Steuben || American Revolutionary War || HMS Cygnet (1776) || French ship Suffisant (1782),,friedrich wilhelm von steuben,friedrich wilhelm von steuben
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a838a3d554299123d8c215d,How long is the road the A12 is a part of?,5320 km,insufficient,insufficient,0.8430071793048695,0.8430071793048695,0,0,"A12 highway (Lithuania) || A12 road (England) || A1152 road || A47 road || Ipswich Road, Colchester",,european route e22 || z l ni,european route e22 || z l ni
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,successful_intercept,5a83a7e15542992ef85e2347,Who voices Homer Simpson's character on the animated television series? ,Daniel Louis Castellaneta,insufficient,insufficient,0.7670667586970713,0.7670667586970713,0,0,Homer Simpson || Grampa Simpson || Simpson family || Good Night (The Simpsons short) || The Simpsons shorts,,dan castellaneta,dan castellaneta
gb_all,gradient_boosting/all/blend1.00,top5/logistic_regression/v3_all/platt::balanced,false_answer,5a83c2e25542996488c2e4bc,The 2014 Baylor Bears football games were played at the stadium whose name was changed during what month?,December 2013,insufficient,insufficient,0.5948662351602361,0.5948662351602361,0,1,Baylor Bears football || 1988 Baylor Bears football team || 2006 Baylor Bears football team || McLane Stadium || 2007 Baylor Bears football team,,2014 baylor bears football team,2014 baylor bears football team
