estimator,calibration,policy,tau_answer,case_type,sample_index,original_id,sufficiency_label,risk_score,decision,gold_answer,naive_answer,naive_em,naive_f1,top5_titles
logistic_regression,isotonic,balanced,0.5,successful_intercept,21,5ae471fa55429970de88d965,insufficient,0.8312405185608722,abstain,Centre-du-Québec,I don't know,0.0,0.0,Cuisine of New Jersey || Papa's Tomato Pies || Province of New Jersey || New York – New Jersey Line War || New Jersey Folk Festival
gradient_boosting,isotonic,high_precision@cov50,0.05,successful_intercept,65,5ab4475c5542996a3a969f6c,insufficient,0.5,abstain,Eddie Izzard,I don't know,0.0,0.0,Stand-up comedy || Stephen K. Amos || Roy 'Chubby' Brown || Alexei Sayle || Liam Williams (comedian)
gradient_boosting,isotonic,high_precision@cov50,0.05,successful_intercept,85,5a7265815542990c210a411b,insufficient,0.5,abstain,Brickyard,I don't know,0.0,0.0,United Express Flight 6291 || United Express Flight 2415 || GoJet Airlines || Atlantic Southeast Airlines Flight 2311 || United Express Flight 3411 incident
gradient_boosting,isotonic,high_precision@cov50,0.05,false_answer,11,5ade914b55429939a52fe8f9,insufficient,0.017543859649122806,answer,"""Discover Pure Energy""",I don't know,0.0,0.0,Manta (SeaWorld San Diego) || Top Thrill Dragster || The Riddler's Revenge || Tatsu || Green Lantern Coaster
gradient_boosting,isotonic,high_precision@cov50,0.05,false_answer,13,5a7224ab55429971e9dc92dd,insufficient,0.017543859649122806,answer,Patricia Jude Francis Kensit,I don't know,0.0,0.0,Eighth Wonder || Fearless (Eighth Wonder album) || Mark Lindsay || &quot;Weird Al&quot; Yankovic || Tom Petty
gradient_boosting,isotonic,high_precision@cov50,0.05,false_answer,17,5ae0361155429925eb1afc2c,insufficient,0.021092645592861226,answer,Charles Eugène,Charles Nungesser,0.0,0.5,L'Oiseau Blanc || François Coli || Levasseur PL.8 || Paul Sauvage (aviator) || Gervais Raoul Lufbery
gradient_boosting,isotonic,high_precision@cov50,0.05,false_answer,33,5abcd44655429959677d6af1,insufficient,0.043478260869565216,answer,The population was 753,I don't know,0.0,0.0,"Little Bay Bridge || Little Bay, Newfoundland and Labrador || Brentwood, New Hampshire || Little River (Vancouver Island) || Little River (Humboldt County)"
gradient_boosting,isotonic,high_precision@cov50,0.05,false_answer,72,5a8cd6de55429941ae14df07,insufficient,0.043478260869565216,answer,1992,I don't know,0.0,0.0,Charlotte Hatherley || Grey Will Fade || The Catheters || Hellyeah || Charlotte (Air Traffic song)
gradient_boosting,isotonic,high_precision@cov50,0.05,over_abstain,2,5a7cde68554299683c1c63ac,sufficient,1.0,abstain,censorship,censorship issues,0.0,0.6666666666666666,The Itchy &amp; Scratchy &amp; Poochie Show || The Itchy &amp; Scratchy Show || Itchy &amp; Scratchy &amp; Marge || Itchy &amp; Scratchy: The Movie || Itchy &amp; Scratchy Land
gradient_boosting,isotonic,high_precision@cov50,0.05,over_abstain,53,5abdc18555429965af743e2b,sufficient,1.0,abstain,Hertz,The Hertz Corporation,0.0,0.6666666666666666,Sixt || Enterprise Holdings || Payless Car Rental || The Hertz Corporation || Firefly (car rental)
gradient_boosting,isotonic,high_precision@cov50,0.05,over_abstain,82,5a731c205542994cef4bc45d,sufficient,1.0,abstain,restaurant chain,a restaurant chain,1.0,1.0,Eatza Pizza || Pizza Pizza || Pizza Fusion || Domino's Pizza Enterprises || Little Caesars
gradient_boosting,isotonic,high_precision@cov50,0.05,over_abstain,25,5adc3a7055429947ff173913,sufficient,0.5,abstain,French,French,1.0,1.0,Une Tempête || Aimé Césaire || Emel Mathlouthi || Abdelaziz al-Maghrawi || Pierrot lunaire (book)
gradient_boosting,isotonic,high_precision@cov50,0.05,over_abstain,10,5a8aee3d55429950cd6afc01,sufficient,0.3793103448275862,abstain,Clianthus,Clianthus,1.0,1.0,Callicoma || Clianthus || Aceria clianthi || Hibiscus calyphyllus || Oeceoclades calcarata
gradient_boosting,isotonic,high_precision@cov50,0.05,safe_answer,40,5a7a8a9c554299042af8f666,sufficient,0.0,answer,Argand lamp,Lewis lamp,0.0,0.5,Argand lamp || Lewis lamp || Kerosene lamp || Carbon button lamp || Bass Rock Lighthouse
gradient_boosting,isotonic,high_precision@cov50,0.05,safe_answer,55,5ae226755542996483e64906,sufficient,0.0,answer,LNW-80,LNW-80,1.0,1.0,LNW-80 || Gradiente Expert || Timex Sinclair 1000 || TRS-80 Color Computer || Extended Color BASIC
gradient_boosting,isotonic,high_precision@cov50,0.05,safe_answer,96,5abec12b5542997ec76fd358,sufficient,0.014107319796127614,answer,Keith Morris,Keith Morris,1.0,1.0,Keith Morris || Rome Ramirez || List of Circle Jerks band members || Dave Meros || Circle Jerks
gradient_boosting,isotonic,high_precision@cov50,0.05,safe_answer,1,5ab56e32554299637185c594,sufficient,0.017543859649122806,answer,no,I don't know,0.0,0.0,Random House Tower || 888 7th Avenue || Bertelsmann Building || Carnegie Hall Tower || Metropolitan Life Insurance Company Tower
gradient_boosting,isotonic,high_precision@cov50,0.05,safe_answer,3,5a80a7f6554299485f598680,sufficient,0.017543859649122806,answer,Dallas,Dallas,1.0,1.0,Abraham Lincoln Neiman || Carrie Marcus Neiman || Minnie Lichtenstein Marcus || Lawrence Marcus || Stanley Marcus
