split,original_id,question,gold_answer,base_label,oracle_label,base_missing_support_titles,injected_support_title_count,injected_support_titles,base_top_titles,oracle_top_titles
train,5abd580855429924427fcfb8,Both Dusty Drake and Joe Diffie sing which genre of music?,country,insufficient,sufficient,joe diffie,1,joe diffie,Dusty Drake || C-O-U-N-T-R-Y || One Last Time (Dusty Drake song) || Dusty Drake (album) || Goodnight Sweetheart (Joe Diffie song),Dusty Drake || Joe Diffie || C-O-U-N-T-R-Y || One Last Time (Dusty Drake song) || Dusty Drake (album)
train,5abd648155429933744ab7ac,Who was the chief executive officer of the second largest US car rental company by sales?,Robert L. Stone,insufficient,sufficient,robert l. stone,1,robert l. stone,Enterprise Car Sales || The Hertz Corporation || Enterprise Holdings || Payless Car Rental || Enterprise Rent-A-Car,The Hertz Corporation || Robert L. Stone || Enterprise Car Sales || Enterprise Holdings || Payless Car Rental
train,5abd64cb55429933744ab7ad,Nevada's second busiest commercial airport was named after which career United States Army officer?,Jesse L. Reno,insufficient,sufficient,jesse l. reno,1,jesse l. reno,Reno–Tahoe International Airport || United States Army Warrant Officer Career College || Duluth International Airport || Rochester International Airport || Kaunas Airport,Reno–Tahoe International Airport || Jesse L. Reno || United States Army Warrant Officer Career College || Duluth International Airport || Rochester International Airport
train,5abd68d655429933744ab7c0,Were Dee Dee Ramone and Ben Weasel ever in the same band?,no,insufficient,sufficient,ben weasel,1,ben weasel,Dee Dee Ramone and the Chinese Dragons || Dee Dee Ramone || The Ramainz || Dee Dee Ramone I.C.L.C. || Dee Dee Ramone / Terrorgruppe split single,Dee Dee Ramone || Ben Weasel || Dee Dee Ramone and the Chinese Dragons || The Ramainz || Dee Dee Ramone I.C.L.C.
train,5abd69ce5542993062266c7f,What was Rosario Dawson of Josie and the Pussycats film debut,"She made her film debut in the 1995 teen drama ""Kids"".",insufficient,sufficient,rosario dawson,1,rosario dawson,Josie and the Pussycats || Music from the Motion Picture Josie and the Pussycats || Josie and the Pussycats (film) || Josie and the Pussycats (album) || Josie and the Pussycats (comics),Josie and the Pussycats (film) || Rosario Dawson || Josie and the Pussycats || Music from the Motion Picture Josie and the Pussycats || Josie and the Pussycats (album)
train,5abd6be55542993062266c89,What is Peter Daou's website's slogan?,"""media for the 65.8 million,""",sufficient,sufficient,,0,,Peter Daou || Verrit || The Daou || Shareblue || Oumar Daou,Peter Daou || Verrit || The Daou || Shareblue || Oumar Daou
train,5abd6bf055429933744ab7c8,"What Division was the college footbal team that fired their head coach on November 24, 2006?",NCAA Division I FBS football,insufficient,sufficient,2006 miami hurricanes football team || larry coker,2,2006 miami hurricanes football team || larry coker,2009 Boston College Eagles football team || Texas A&M Aggies football under Mike Sherman || Jimmy Tubbs || 2006 Tulane Green Wave football team || 2001 Kansas Jayhawks football team,2006 Miami Hurricanes football team || Larry Coker || 2009 Boston College Eagles football team || Texas A&M Aggies football under Mike Sherman || Jimmy Tubbs
train,5abd6cb955429933744ab7cd,The creature HNoMS Draug is named after comes from what kind of mythology?,Norse,sufficient,sufficient,,0,,HNoMS Draug || HNoMS Draug (1908) || HNoMS Æger || Draugr || HNoMS Garm (1913),Draugr || HNoMS Draug || HNoMS Draug (1908) || HNoMS Æger || HNoMS Garm (1913)
train,5abd6f0855429933744ab7d5,"What player mentioned in ""The Breaks of the Game"" was inducted into the Naismith Memorial Basketball Hall of Fame on May 10, 1993?",Bill Walton,insufficient,sufficient,bill walton || the breaks of the game,2,bill walton || the breaks of the game,Naismith Memorial Basketball Hall of Fame || List of coaches in the Naismith Memorial Basketball Hall of Fame || List of players in the Naismith Memorial Basketball Hall of Fame || List of members of the Naismith Memorial Basketball Hall of Fame || Don Barksdale,Bill Walton || The Breaks of the Game || Naismith Memorial Basketball Hall of Fame || List of coaches in the Naismith Memorial Basketball Hall of Fame || List of players in the Naismith Memorial Basketball Hall of Fame
train,5abd72475542993062266c9a,Are After Midnight Project and Aaroh both rock bands?,yes,sufficient,sufficient,,0,,After Midnight Project || Aaroh || AAROH || London After Midnight (band) || The Becoming (EP),AAROH || After Midnight Project || London After Midnight (band) || The Becoming (EP)
train,5abd74c95542993062266ca2,Who does the current PFA Young Player of the Year currently play for?,Premier League club,insufficient,sufficient,dele alli,1,dele alli,PFA Young Player of the Year || PFA Women's Young Player of the Year || PFA Scotland Young Player of the Year || PFA Players' Player of the Year || PFA Scotland Players' Player of the Year (lower leagues),PFA Young Player of the Year || Dele Alli || PFA Women's Young Player of the Year || PFA Scotland Young Player of the Year || PFA Players' Player of the Year
train,5abd81ff5542993062266cb3,What do the Church of St. Mary of the Spring and Hagia Irene have in common?,Greek Eastern Orthodox church,insufficient,sufficient,church of st. mary of the spring (istanbul),1,church of st. mary of the spring (istanbul),"Hagia Irene || St. Mary's Church (Newport, Rhode Island) || Church of St. Sophia, Ohrid || Church of St Mary Axe || St Mary's Roman Catholic Church, Clapham","Hagia Irene || Church of St. Mary of the Spring (Istanbul) || St. Mary's Church (Newport, Rhode Island) || Church of St. Sophia, Ohrid || Church of St Mary Axe"
train,5abd82dc5542993062266cb6,"Why did the CEO of the football team based in Denver, Colorado step down in 2014?",due to the onset and progression of Alzheimer's disease,insufficient,sufficient,denver broncos || pat bowlen,2,denver broncos || pat bowlen,Denver Dream (football) || Colorado Crush || Denver Barbarians RFC || 2014 Colorado Mammoth season || Denver Cutthroats,Denver Broncos || Pat Bowlen || Denver Dream (football) || Colorado Crush || Denver Barbarians RFC
train,5abd830455429924427fd033,"Love Child is a 1982 biopic starring Beau Bridges, Mackenzie Phillips, and an actress that was nominated for the Academy Award for Best Supporting Actress for what 1985 film? ","""Twice in a Lifetime""",sufficient,sufficient,,0,,Love Child (1982 film) || Amy Madigan || For Love of Ivy || Polish Academy Award for Best Supporting Actress || British Academy Television Award for Best Supporting Actress,Amy Madigan || Love Child (1982 film) || For Love of Ivy || Polish Academy Award for Best Supporting Actress || British Academy Television Award for Best Supporting Actress
train,5abd848455429924427fd03a,Are Edward F. Cline and Floyd Mutrux both screenwriters?,yes,sufficient,sufficient,,0,,Floyd Mutrux || Edward Cline || American Me || Edward F. Cline || Edward Floyd (disambiguation),Edward F. Cline || Floyd Mutrux || Edward Cline || American Me || Edward Floyd (disambiguation)
train,5abd85375542993062266cba,Chancellor Otto von Bismark and Reichstadt agreement were also part of what League?,League of the Three Emperors,insufficient,sufficient,league of the three emperors,1,league of the three emperors,The Duke of Reichstadt (1920 film) || Reichstadt Agreement || Otto von Münchhausen || The Duke of Reichstadt || Johanna von Puttkamer,Reichstadt Agreement || League of the Three Emperors || The Duke of Reichstadt (1920 film) || Otto von Münchhausen || The Duke of Reichstadt
train,5abd889f55429924427fd046,What number installment of the Ghost School and Ghost School Horror was the film Voice?,4,insufficient,sufficient,whispering corridors (film series),1,whispering corridors (film series),Dead Friend || 100 Ghost Street: The Return of Richard Speck || Voice (film) || Where Got Ghost? || The Ghost Walks,Voice (film) || Whispering Corridors (film series) || Dead Friend || 100 Ghost Street: The Return of Richard Speck || Where Got Ghost?
train,5abd8ac25542993062266cc2,In what year did the American Record company established in 1958 release a record co-produced by Adam Faith?,January 1974,insufficient,sufficient,silverbird (album) || warner bros. records,2,silverbird (album) || warner bros. records,Parlophone || Adam Faith || Adam DeGraide || Giving It All Away || Adam's Hit Parade,Silverbird (album) || Warner Bros. Records || Parlophone || Adam Faith || Adam DeGraide
train,5abd8bf95542996e802b47ba,Stamford Baron St Martin was a parish that has a church south of what river?,Welland,sufficient,sufficient,,0,,"Stamford Baron St Martin || St Martin's Church, Stamford || St Mary's Church, Stamford || Stamford, Lincolnshire || St. Martin's Parish Church (Bled)","St Martin's Church, Stamford || Stamford Baron St Martin || St Mary's Church, Stamford || Stamford, Lincolnshire || St. Martin's Parish Church (Bled)"
train,5abd8ee05542993062266cc8,"What village in Nassau County, New York with a name meaning ""a pleasant place"" is represented by Kathleen Rice in the United States House of Representatives?",Mineola,sufficient,sufficient,,0,,"Mineola, New York || New York's 4th congressional district || Lawrence, Nassau County, New York || Nassau (village), New York || Kathleen Rice","Mineola, New York || New York's 4th congressional district || Lawrence, Nassau County, New York || Nassau (village), New York || Kathleen Rice"
train,5abd920e55429924427fd05d,Were both Peter Duffell and Fred Niblo actors?,yes,sufficient,sufficient,,0,,Peter Duffell || Fred Niblo || Peter Duffell (British Army officer) || Fred Niblo Jr. || The Marriage Ring,Fred Niblo || Peter Duffell || Peter Duffell (British Army officer) || Fred Niblo Jr. || The Marriage Ring
train,5abd93115542996e802b47e0,A private university that beat Georgetown during a basketball tournament is from what U.S. city?,Marietta,insufficient,sufficient,2000 naia division i men's basketball tournament || life university,2,2000 naia division i men's basketball tournament || life university,1969–70 Georgetown Hoyas men's basketball team || 1974–75 Georgetown Hoyas men's basketball team || 1975–76 Georgetown Hoyas men's basketball team || 1977–78 Georgetown Hoyas men's basketball team || 1978–79 Georgetown Hoyas men's basketball team,2000 NAIA Division I Men's Basketball Tournament || Life University || 1969–70 Georgetown Hoyas men's basketball team || 1974–75 Georgetown Hoyas men's basketball team || 1975–76 Georgetown Hoyas men's basketball team
train,5abd94525542992ac4f382d2,2014 S/S is the debut album of a South Korean boy group that was formed by who?,YG Entertainment,insufficient,sufficient,2014 s/s || winner (band),2,2014 s/s || winner (band),"HeartB || SF9 (band) || Seventeen discography || Bigflo || December, 2014 (The Winter's Tale)",2014 S/S || Winner (band) || HeartB || SF9 (band) || Seventeen discography
train,5abd96fe5542992ac4f382d9,Australian Associated Press was established by a journalist born in which year ?,1885,insufficient,sufficient,keith murdoch,1,keith murdoch,Australian Associated Press || Peter Veness || Australian Press Council || A Crazy Occupation || Melissa Sweet,Australian Associated Press || Keith Murdoch || Peter Veness || Australian Press Council || A Crazy Occupation
train,5abd9b5255429924427fd06a,What is the current model of the iconic mascot co-created by Harold Bell?,"""Lend a hand — care for the land!""",insufficient,sufficient,woodsy owl,1,woodsy owl,Harold Bell || Harold L. Richards High School || Harold Bell (footballer) || Lewis Harold Bell Lasseter || Healthy Harold,Harold Bell || Woodsy Owl || Harold L. Richards High School || Harold Bell (footballer) || Lewis Harold Bell Lasseter
train,5abd9c2355429924427fd06c,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,insufficient,sufficient,black movie awards,1,black movie awards,"The Soul Man || Black Reel Award for Outstanding Actor, TV Movie or Limited Series || Black Reel Award for Outstanding Supporting Actor, TV Movie or Limited Series || Cedric the Entertainer || Soul Man (TV series)","Cedric the Entertainer || Black Movie Awards || The Soul Man || Black Reel Award for Outstanding Actor, TV Movie or Limited Series || Black Reel Award for Outstanding Supporting Actor, TV Movie or Limited Series"
train,5abda4dd55429965af743d95,"Ivan Konrad Trajkovič qualified for which major international multi-sport event celebrated in the tradition of the Olympic Games, as governed by the International Olympic Committee?",2012 Summer Olympics,sufficient,sufficient,,0,,2020 Summer Olympics || Ivan Trajkovič || 2012 Summer Olympics || 1906 Intercalated Games || Multi-sport event,2012 Summer Olympics || Ivan Trajkovič || 2020 Summer Olympics || 1906 Intercalated Games || Multi-sport event
train,5abda6b255429965af743d9a,Peter Jackson is Emeritus Professor of Medieval History at a public research university founded in 1949 as what?,the University College of North Staffordshire,insufficient,sufficient,keele university,1,keele university,Peter Jackson (historian) || Peter Spufford || Michael Clanchy || Professor of Medieval History (Cambridge) || Peter Alter,Peter Jackson (historian) || Keele University || Peter Spufford || Michael Clanchy || Professor of Medieval History (Cambridge)
train,5abda6e955429965af743d9b,What country does Ogwini Comprehensive Technical High School and Durban have in common?,South Africa,insufficient,sufficient,durban,1,durban,Ogwini Comprehensive Technical High School || Durban High School || T. P. Riley Comprehensive School || Durban Academy High School || Tampa Bay Technical High School,Ogwini Comprehensive Technical High School || Durban || Durban High School || T. P. Riley Comprehensive School || Durban Academy High School
train,5abda8d55542992ac4f382e7,Who is the sister of Princess Zein and the daughter of a British woman?,Princess Aisha bint Hussein,insufficient,sufficient,princess muna al-hussein,1,princess muna al-hussein,"Princess Zein bint Hussein || Princess Basma bint Talal || Princess Aisha bint Hussein || Ahmose (princess) || Louise, Princess Royal",Princess Aisha bint Hussein || Princess Muna al-Hussein || Princess Zein bint Hussein || Princess Basma bint Talal || Ahmose (princess)
train,5abdaa0f55429965af743dad,Which division did people from the division Major General Robert Walker Grow commanded originally come from?,2nd Armored Division,insufficient,sufficient,6th armored division (united states),1,6th armored division (united states),Robert W. Grow || Robert Arkwright || Robert Wanless O'Gowan || A. P. Hill's Light Division || Robert Gordon (British Army officer),Robert W. Grow || 6th Armored Division (United States) || Robert Arkwright || Robert Wanless O'Gowan || A. P. Hill's Light Division
train,5abdb10f55429965af743dc9,"Which artist is a lyricist, Eric Bloom or Otep Shamaya?",Eric Bloom,sufficient,sufficient,,0,,Otep Shamaya || Eric Bloom || Bloom (Eric Johnson album) || Barbara Bloom (artist) || FC Otepää,Eric Bloom || Otep Shamaya || Bloom (Eric Johnson album) || Barbara Bloom (artist) || FC Otepää
train,5abdb4a755429965af743df0,"What was the country which has border with the village where an Austrian forest caretaker, naturalist, pseudoscientistref>Ronald Engert: ""Die Forellenturbine als Prinzip der kostenlosen Energiegewinnung born?",Czech Republic,insufficient,sufficient,"holzschlag, austria",1,"holzschlag, austria",Viktor Schauberger || Als die Liebe starb || WEGA – Die Spezialeinheit der Polizei || Stärker als die Nacht || Breiter als der Türsteher,"Viktor Schauberger || Holzschlag, Austria || Als die Liebe starb || WEGA – Die Spezialeinheit der Polizei || Stärker als die Nacht"
train,5abdb5b455429965af743dfa,"Who was the another star in the television series Ma Boy who worked with the South Korean actress who began her career as a child actress in 2006 and initially gained public attention for ""Moon Embracing the Sun"" (2012)?",Sun Woong,sufficient,sufficient,,0,,Kim So-hyun || Moon Embracing the Sun || Yoon Seung-ah || Ma Boy (TV series) || Yoon Yoo-sun,Kim So-hyun || Ma Boy (TV series) || Moon Embracing the Sun || Yoon Seung-ah || Yoon Yoo-sun
train,5abdb7ff5542993f32c2a011,Lauri Markkanen was traded for which player who was born in Houston?,Jimmy Butler III,insufficient,sufficient,jimmy butler (basketball),1,jimmy butler (basketball),Lauri Markkanen || Eero Markkanen || Pekka Markkanen || Mikko Markkanen || Markkanen,Lauri Markkanen || Jimmy Butler (basketball) || Eero Markkanen || Pekka Markkanen || Mikko Markkanen
train,5abdb8ba5542993f32c2a015,Maggie May is a musical based on a folk song about a prostitute who robbed whom?,sailor,sufficient,sufficient,,0,,Maggie May (folk song) || Maggie May (musical) || Maggie May (disambiguation) || Maggie Hall || Maggie May,Maggie May (folk song) || Maggie May (musical) || Maggie May (disambiguation) || Maggie Hall || Maggie May
train,5abdb9775542993f32c2a01b,Kim English was selected by the Pistons during the draft held at what location?,Prudential Center,insufficient,sufficient,2012 nba draft,1,2012 nba draft,Kim English (basketball) || Detroit Pistons draft history || 1957 NBA draft || Shellie McMillon || Earl Evans (basketball),Kim English (basketball) || 2012 NBA draft || Detroit Pistons draft history || 1957 NBA draft || Shellie McMillon
train,5abdba405542993f32c2a023,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,insufficient,sufficient,family matters,1,family matters,Orlando Brown (actor) || Maggie Ollerenshaw || Cocoa Brown || Lamont Bentley || Jaimee Foxworth,Orlando Brown (actor) || Family Matters || Maggie Ollerenshaw || Cocoa Brown || Lamont Bentley
train,5abdbabe5542993f32c2a028,Are Affenpinscher and Villanuco de Las Encartaciones both breeds of dog?,yes,sufficient,sufficient,,0,,Villanuco de Las Encartaciones || Villano de las Encartaciones || Asno de las Encartaciones || Affenpinscher || List of Tibetan dog breeds,Affenpinscher || Villanuco de Las Encartaciones || Villano de las Encartaciones || Asno de las Encartaciones || List of Tibetan dog breeds
train,5abdbf3755429933744ab818,Have Tionne Watkins and Park So-yeon both been members of a girl group?,yes,sufficient,sufficient,,0,,Tionne Watkins || Park So-yeon (singer) || Park Ji-yeon || R U the Girl || Girl Talk (TLC song),Park So-yeon (singer) || Tionne Watkins || Park Ji-yeon || R U the Girl || Girl Talk (TLC song)
train,5abdc74755429965af743e36,The University of the Pacific Tigers are led by which American retired professional basketball player and the current head men's basketball coach at the University of the Pacific?,Damon Stoudamire,insufficient,sufficient,damon stoudamire,1,damon stoudamire,Pacific Tigers men's basketball || 2013–14 Pacific Tigers men's basketball team || 2015–16 Pacific Tigers men's basketball team || Brian Earl || 2014–15 Pacific Tigers men's basketball team,Pacific Tigers men's basketball || Damon Stoudamire || 2013–14 Pacific Tigers men's basketball team || 2015–16 Pacific Tigers men's basketball team || Brian Earl
train,5abdc8e755429965af743e3f,"Ist das Ihr Fahrrad Mr O’Brien? is a German biographical radio play about life, works and legacy of an Irish novelist whose many satrical columns were written under what name?",Myles na gCopaleen,sufficient,sufficient,,0,,"Ist das Ihr Fahrrad, Mr. O'Brien? || GSG 9 – Ihr Einsatz ist ihr Leben || Das Leben ist Saad || Brian O'Nolan || Was ist das","Brian O'Nolan || Ist das Ihr Fahrrad, Mr. O'Brien? || GSG 9 – Ihr Einsatz ist ihr Leben || Das Leben ist Saad || Was ist das"
train,5abdcad155429965af743e4d,which has more acts Pagliacci or Suor Angelica?,Pagliacci,sufficient,sufficient,,0,,Suor Angelica || Pagliacci || Il trittico || I Pagliacci (1915 film) || Pagliacci (1936 film),Pagliacci || Suor Angelica || Il trittico || I Pagliacci (1915 film) || Pagliacci (1936 film)
train,5abdcaea55429965af743e4e,What kind of result does 2013 Ghana Movie Awards and A Northern Affair have in common?,winners,sufficient,sufficient,,0,,2013 Ghana Movie Awards || A Northern Affair || 2015 Ghana Movie Awards || 2014 Ghana Movie Awards || Ghana Movie Awards,2013 Ghana Movie Awards || A Northern Affair || 2015 Ghana Movie Awards || 2014 Ghana Movie Awards || Ghana Movie Awards
train,5abdcea955429965af743e5a,"David Wayne Hull (born 1962 or 1963) is a leader of which group that originated in Mississippi in the early 1960s under the leadership of Samuel Bowers, its first Grand Wizard?",White Knights,sufficient,sufficient,,0,,David Wayne Hull || White Knights of the Ku Klux Klan || Samuel Bowers || David Carlisle Hull || William David McCain,David Wayne Hull || White Knights of the Ku Klux Klan || Samuel Bowers || David Carlisle Hull || William David McCain
train,5abdd0f15542991f6610604d,The Rome Protocols were signed by three Prime Ministers one of which was assassinated as part of what?,a failed coup attempt,insufficient,sufficient,engelbert dollfuss,1,engelbert dollfuss,Rome Protocols || List of Prime Ministers of Italy || List of Prime Ministers of Israel by longevity || List of Japanese prime ministers by longevity || List of Prime Ministers of Canada by constituency,Rome Protocols || Engelbert Dollfuss || List of Prime Ministers of Italy || List of Prime Ministers of Israel by longevity || List of Japanese prime ministers by longevity
train,5abdd30c5542991f66106052,The 2015 MTV Video Music Awards pre-show premiered the music video for a love ballad with a prominent what?,dream pop influence,insufficient,sufficient,wildest dreams (taylor swift song),1,wildest dreams (taylor swift song),2015 MTV Video Music Awards || 2015 MTV Video Music Awards Japan || 2007 MTV Video Music Awards Japan || 2017 MTV Video Music Awards || 2008 MTV Video Music Awards,2015 MTV Video Music Awards || Wildest Dreams (Taylor Swift song) || 2015 MTV Video Music Awards Japan || 2007 MTV Video Music Awards Japan || 2017 MTV Video Music Awards
train,5abdd8d95542991f6610606a,How many episodes did the season of The Simpsons which featured the voice of Lisa Kudrow contain?,It contains twenty-three episodes,insufficient,sufficient,lard of the dance,1,lard of the dance,Lisa Kudrow || The Simpsons (season 6) || The Simpsons (season 13) || The Simpsons (season 10) || Stanislava Jachnická,The Simpsons (season 10) || Lard of the Dance || Lisa Kudrow || The Simpsons (season 6) || The Simpsons (season 13)
train,5abde0655542991f6610608b,"When was the movie released that starred an American male actor born on February 28, 1923 and was written by Christopher Knopf?","December 23, 1977",insufficient,sufficient,charles durning || the choirboys (film),2,charles durning || the choirboys (film),"Christopher Jones (actor born 1982) || William Campbell (actor, born 1923) || Quicksands (1923 film) || Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Miniseries or Television Movie || Christopher Jones (actor)","Charles Durning || The Choirboys (film) || Christopher Jones (actor born 1982) || William Campbell (actor, born 1923) || Quicksands (1923 film)"
train,5abde4595542991f66106095,Where does the descendant of the Red Setter originate? ,Scotland,insufficient,sufficient,scotch collie,1,scotch collie,"Irish Red and White Setter || Irish Setter || English Setter || Red Rice, Hampshire || Setter","Irish Setter || Scotch Collie || Irish Red and White Setter || English Setter || Red Rice, Hampshire"
train,5abde7ba5542991f6610609e,When was the former IBF World title holder born? ,born 1 March 1979,insufficient,sufficient,lucian bute vs. glen johnson || mikkel kessler,2,lucian bute vs. glen johnson || mikkel kessler,2000 IBF World Junior Championships || Martin Lindsay (boxer) || Freddie Norwood || Luis Alberto Pérez || James Toney,Lucian Bute vs. Glen Johnson || Mikkel Kessler || 2000 IBF World Junior Championships || Martin Lindsay (boxer) || Freddie Norwood
train,5abdf12255429976d4830a2f,The Album Against the Wind was the 11th Album of a Rock singer Robert C Seger born may 6 1945. What was the Rock singers stage name ?,Bob Seger,insufficient,sufficient,bob seger,1,bob seger,Against the Wind (album) || Against the Wind (Bob Seger song) || You'll Accomp'ny Me || Seven (Bob Seger album) || The Distance (Bob Seger album),Against the Wind (album) || Bob Seger || Against the Wind (Bob Seger song) || You'll Accomp'ny Me || Seven (Bob Seger album)
train,5abdf1fe55429976d4830a31,Peter Dhao created a websiteto reflect worldwide views. What was the slogan of the site he created ?,media for the 65.8 million,insufficient,sufficient,peter daou || verrit,2,peter daou || verrit,Mansour Dhao || Peter Kennard || Dhao language || Religious views on pornography || Lord Peter Views the Body,Peter Daou || Verrit || Mansour Dhao || Peter Kennard || Dhao language
train,5abdf68c5542993f32c2a06b,"Who has a longer middle name, Alice Walker or Michael Herr?",Walker,insufficient,sufficient,alice walker,1,alice walker,Alice Walker (fencer) || Alice Walker: Beauty in Truth || Line Walker: The Prelude || Why Does Herr R. Run Amok? || Michael Herr,Michael Herr || Alice Walker || Alice Walker (fencer) || Alice Walker: Beauty in Truth || Line Walker: The Prelude
train,5abdf7055542993f32c2a06c,What is the population of the city as of the 2010 Census where the band Quincy Mumford & The Reason Why is based?,"16,116",insufficient,sufficient,"asbury park, new jersey",1,"asbury park, new jersey","Quincy Mumford || Lawrence Quincy Mumford || The Reason Why (disambiguation) || Quincy, Michigan || The Reason Why","Quincy Mumford || Asbury Park, New Jersey || Lawrence Quincy Mumford || The Reason Why (disambiguation) || Quincy, Michigan"
train,5abdf72055429976d4830a37,Revival of 1800 was a series of evangelical christian meetings. In what month did Francis Asbury begin attending the revival meetings ?,June,insufficient,sufficient,francis asbury,1,francis asbury,Revival of 1800 || Christian revival || Francis Asbury (Lukeman) || Asbury Francis Lever || Francis Asbury Morris,Revival of 1800 || Francis Asbury || Christian revival || Francis Asbury (Lukeman) || Asbury Francis Lever
train,5abdff775542993f32c2a082,At what theater is the composer and lyricist for the musical Big Fish a residential artist?,Ars Nova Theater,insufficient,sufficient,andrew lippa,1,andrew lippa,Brian Lowdermilk || Grammy Award for Best Musical Theater Album || Jerry Ross (composer) || Zina Goldrich || Big Fish (musical),Big Fish (musical) || Andrew Lippa || Brian Lowdermilk || Grammy Award for Best Musical Theater Album || Jerry Ross (composer)
train,5abe024c5542991f661060a2,In what city is the football club that Robin Himmelmann is a goalkeeper for based?,Hamburg,insufficient,sufficient,fc st. pauli,1,fc st. pauli,Robin Himmelmann || Robin Nahas || Robin Hood F.C. || Robin Rae || Wigan Robin Park F.C.,Robin Himmelmann || FC St. Pauli || Robin Nahas || Robin Hood F.C. || Robin Rae
train,5abe03635542991f661060a5,What is the middle name of the former Stanford Cardinals player who caught 57 passes for 1010 yards and 14 TDs?,David,insufficient,sufficient,james lofton,1,james lofton,1977 Stanford Cardinals football team || Derrell Johnson-Koulianos || Ed Brown (end) || Greg McMurtry || Matthew Hatchette,1977 Stanford Cardinals football team || James Lofton || Derrell Johnson-Koulianos || Ed Brown (end) || Greg McMurtry
train,5abe044d5542991f661060a7,What association did the woman whose museum is located in the Bolling–Gatewood House help found?,NAACP,insufficient,sufficient,ida b. wells,1,ida b. wells,Bolling–Gatewood House || Bolling Haxall House || McGavock-Gatewood-Webb House || Doug Gatewood || Grandma Gatewood,Bolling–Gatewood House || Ida B. Wells || Bolling Haxall House || McGavock-Gatewood-Webb House || Doug Gatewood
train,5abe0e4e55429976d4830a62,Tim O'Kelly was cast in a film because he resembled a killer nicknamed what?,Texas Tower Sniper,insufficient,sufficient,charles whitman,1,charles whitman,Tim O'Kelly || Tim Kelly (playwright) || Tim Kelly (Alaska politician) || Tim Kelly (Michigan politician) || Tim Kelly (musician),Tim O'Kelly || Charles Whitman || Tim Kelly (playwright) || Tim Kelly (Alaska politician) || Tim Kelly (Michigan politician)
train,5abe18e055429976d4830a74,Is the university that owns WCSU-FM historically black or white?,black,insufficient,sufficient,central state university,1,central state university,WCSU-FM || Historically black law schools || Western Connecticut State University || Hampton University || White tin,WCSU-FM || Central State University || Historically black law schools || Western Connecticut State University || Hampton University
train,5abe19895542991f661060c2,Liaocheng and Shayang County are both located in which country?,China,insufficient,sufficient,liaocheng,1,liaocheng,"Shayang County || Qiji, Liaocheng || Zhangqiu, Liaocheng || Liaocheng University || Liaocheng Sports Park Stadium","Shayang County || Liaocheng || Qiji, Liaocheng || Zhangqiu, Liaocheng || Liaocheng University"
train,5abe239355429976d4830a7d,Jamie Harris is best known for his role as The Hook-Handed Man in a movie directed by who ?,Brad Silberling,insufficient,sufficient,lemony snicket's a series of unfortunate events,1,lemony snicket's a series of unfortunate events,Jamie Harris (actor) || Cynthia Harris || Man on a Ledge || Jamie Harris || Jamie Linden (writer),Jamie Harris (actor) || Lemony Snicket's A Series of Unfortunate Events || Cynthia Harris || Man on a Ledge || Jamie Harris
train,5abe364e5542993f32c2a08e,"Lollipop Chainsaw featured Juliet Starling, who was voiced by a Canadian-American actress who has done voice roles for what Teen Titans spinoff series?",Teen Titans Go!,sufficient,sufficient,,0,,Lollipop Chainsaw || Tara Strong || Tara Strong filmography || List of Teen Titans Go! episodes || List of Teen Titans episodes,Lollipop Chainsaw || Tara Strong || Tara Strong filmography || List of Teen Titans Go! episodes || List of Teen Titans episodes
train,5abe36745542991f66106101,"What was the arena, in which the 2017 Brit Awards were held, called during the 2012 Olympics ?",North Greenwich Arena,insufficient,sufficient,the o2 arena,1,the o2 arena,2017 Brit Awards || 2012 Brit Awards || 2013 Brit Awards || 2014 Brit Awards || 2015 Brit Awards,2017 Brit Awards || The O2 Arena || 2012 Brit Awards || 2013 Brit Awards || 2014 Brit Awards
train,5abe369055429976d4830a8a,"What area once connected Great Britain to continental Europe, and is thought to have been submerged around 6,200 BCE by a massive landslide along 290 km of the continental shelf?",Doggerland,sufficient,sufficient,,0,,Doggerland || Gassco || North Sea || Storegga Slide || Great Britain,Doggerland || Storegga Slide || Gassco || North Sea || Great Britain
train,5abe36aa5542993f32c2a08f,Was American Scientist or Dwell published first?,American Scientist,insufficient,sufficient,american scientist || dwell (magazine),2,american scientist || dwell (magazine),Dwell || Dwell time (radar) || Where Legends Dwell || Dwell mechanism || In darkness let me dwell,American Scientist || Dwell (magazine) || Dwell || Dwell time (radar) || Where Legends Dwell
train,5abe3abb55429965af743ea1,What was the former name of the company which operates Hunterston Terminal?,Peel Holdings,insufficient,sufficient,the peel group,1,the peel group,Hunterston Terminal || Hunterston A nuclear power station || Hunterston || Kingman Terminal Railroad || Largs Branch,Hunterston Terminal || The Peel Group || Hunterston A nuclear power station || Hunterston || Kingman Terminal Railroad
