split,original_id,question_type,difficulty,question,gold_answer,context_doc_count,support_title_count,support_titles,context_all_support_present,context_support_title_coverage,context_missing_support_count,context_missing_support_titles,global_pool_all_support_present,global_pool_support_title_coverage,global_pool_missing_support_count,global_pool_missing_support_titles,missing_context_but_present_global_count,missing_context_with_fuzzy_title_count,fuzzy_context_matches,first_context_titles
train,5ae2f97555429928c4239582,bridge,hard,Peter Bales and Raphael Holinshed both worked on what project?,Holinshed's Chronicle,10,2,peter bales || raphael holinshed,0,0.5,1,raphael holinshed,0,0.5,1,raphael holinshed,0,0,,Love Peace &amp; Fuck || Transfiguration (Raphael) || King Duncan || Martin Billingsley || Raphael Xavier || The Fortunes of Perkin Warbeck || Deliverance of Saint Peter || Peter Bales || John Hooker (English constitutionalist) || William Harrison (priest)
train,5ae2fa1b55429928c4239583,bridge,hard,Masters and Johnson labeled the orgasmic platform while researching what?,nature of human sexual response,10,2,masters and johnson || orgasmic platform,0,0.5,1,masters and johnson,1,1.0,0,,1,0,,Masters of Sex || Suspension array technology || Orgasmic platform || Human sexual response cycle || Stacie Powell || OneTaste || List of Masters of Sex episodes || Masters of Sex (book) || Pattukkottai Prabakar || Gong Yi
train,5ae2fca555429928c423958a,bridge,hard,"What was the other single from Eric Stewart and Graham Gouldman's band's 1975 album, besides ""I'm Not in Love""?",Life Is a Minestrone,10,2,i'm not in love || the original soundtrack,0,0.5,1,the original soundtrack,0,0.5,1,the original soundtrack,0,0,,And Another Thing... (album) || Live and Let Live (10cc album) || Bloody Tourists || Look Hear? || The Tra-La Days Are Over || The Graham Gouldman Thing || Hotlegs || I'm Not in Love || Dreadlock Holiday || How Dare You! (album)
train,5ae2fffe55429928c423959c,bridge,hard,What political party was the 6th governor of Hawaii that passed bills to help with global warming in Hawaii?,Republican Party.,10,2,global warming in hawaii || linda lingle,0,0.0,2,global warming in hawaii || linda lingle,0,0.5,1,global warming in hawaii,1,0,,"4Change || The Great Global Warming Swindle || Global warming conspiracy theory || Memory of Mankind || America's Climate Security Act of 2007 || Hot, Flat, and Crowded || Business action on climate change || Economics of global warming || Global Warming Solutions Act of 2006 || The Deniers"
train,5ae305355542992decbdcdc2,bridge,hard,What season three X Factor winner has worked with songwriter Ryan Tedder?,Leona Lewis,10,2,leona lewis || ryan tedder,0,0.0,2,leona lewis || ryan tedder,0,0.0,2,leona lewis || ryan tedder,0,0,,X Factor (Swedish TV series) || The X Factor (Australia season 4) || Dami Im discography || The X Factor (U.S. TV series) || Say (All I Need) || Strange Clouds (album) || List of The X Factor finalists (UK series 8) || The X Factor (Australian TV series) || Sweeter (album) || X Factor Around the World
train,5ae30a4655429928c42395bb,bridge,hard,Who designed the building that the 58th Technology & Engineering Emmy Awards were held in?,Designed by KlingStubbins,10,2,58th technology &amp; engineering emmy awards || the venetian las vegas,0,0.5,1,the venetian las vegas,1,1.0,0,,1,0,,57th Technology &amp; Engineering Emmy Awards || 60th Technology &amp; Engineering Emmy Awards || Primetime Engineering Emmy Awards || Philo T. Farnsworth Award || CamCutter || 59th Technology &amp; Engineering Emmy Awards || Ami Miron || 65th Primetime Creative Arts Emmy Awards || 58th Technology &amp; Engineering Emmy Awards || Technology &amp; Engineering Emmy Award
train,5ae30aa05542992decbdcdd7,bridge,hard,The design team for role playing game Black Crusade featured the work of this designer who was the lead developer for what game?,Dark Heresy,10,2,black crusade (role-playing game) || ross watson (game designer),0,0.5,1,black crusade (role-playing game),0,0.5,1,black crusade (role-playing game),0,0,,Ross Watson (game designer) || Hiromichi Tanaka || Guardian's Crusade || The Aethra Chronicles || Reveal Fantasia || Derek Smart || Jens Bergensten || Merpcon || Cortex System || Online text-based role-playing game
train,5ae31bbd55429928c42395fc,comparison,hard,Are Guildford Cathedral and St Paul's Cathedral both located in England?,yes,10,2,guildford cathedral || st paul's cathedral,0,0.0,2,guildford cathedral || st paul's cathedral,0,0.0,2,guildford cathedral || st paul's cathedral,0,2,"guildford cathedral => exterior sculpture of guildford cathedral || st paul's cathedral => st paul's anglican cathedral hall, rockhampton, st paul's cathedral, rockhampton","Dean of Guildford || Barry Rose || Exterior sculpture of Guildford Cathedral || Katherine Dienes || St Paul's Cathedral, Rockhampton || Lanesborough School || Dean and Chapter of St Paul's || Diocese of Guildford || St Paul's Anglican Cathedral Hall, Rockhampton || Trompette militaire"
train,5ae31ca155429928c4239608,bridge,hard,Lucy Pevensie is a character in the series of fantasy novels that have sold more than how many copies?,100 million,10,2,lucy pevensie || the chronicles of narnia,0,0.5,1,the chronicles of narnia,0,0.5,1,the chronicles of narnia,0,0,,Lantern Waste || Lucy Pevensie || Lucy Barfield || Georgie Henley || Cosmological interpretation of quantum mechanics || Sophie Wilcox || From Unknown Worlds || Eustace Scrubb || The Burning Red || Mr. Tumnus
train,5ae31d5a5542990afbd1e0b1,bridge,hard,What famous composer was born in the town that hosts a festival of music and drama has featured Lilian Sukis?,Wolfgang Amadeus Mozart,10,2,lilian sukis || salzburg festival,0,0.5,1,salzburg festival,0,0.5,1,salzburg festival,0,0,,Lilian Sukis || Settimia Caccini || Cleveland Thyagaraja Festival || Husnlal Bhagatram || Calcutta School of Music || Ghanam Krishna Iyer || Pallavi Seshayyar || Cenk Celebioglu || Sigismondo d'India || National Peace Jubilee
train,5ae320a95542991a06ce992e,bridge,hard,In 2011 what was the population of the town where Deep Purple were formed ?,"about 26,000.",10,2,deep purple || hertford,0,0.5,1,hertford,0,0.5,1,hertford,0,0,,Live in Verona (Deep Purple album) || Live at Montreux 2011 || Funky Junction || Bonafide (band) || Whitesnake || Jon Lord || Deep Purple || WhoCares || List of Deep Purple band members || Safari Records
train,5ae320f855429928c4239620,bridge,hard,In which year was the coach of the 1917 Pittsburgh Panthers football team inducted into the College Football Hall of Fame?,1951,10,2,1917 pittsburgh panthers football team || pop warner,0,0.5,1,pop warner,0,0.5,1,pop warner,0,0,,1929 Pittsburgh Panthers football team || 1917 Pittsburgh Panthers football team || 1910 Pittsburgh Panthers football team || 1917 Rutgers Queensmen football team || 1931 Pittsburgh Panthers football team || Tex Richards || Pitt Stadium || List of Pittsburgh Panthers football seasons || 1980 Pittsburgh Panthers football team || 1918 Pittsburgh Panthers football team
train,5ae322b75542994393b9e622,bridge,hard,Gérard Dubois opened the first La Rose Noire in which complex of office towers and hotels in Hong Kong?,Pacific Place,10,2,gérard dubois || pacific place,0,0.5,1,pacific place,0,0.5,1,pacific place,0,0,,Shun Tak Centre || The Galleria || La Rose Noire || Taikoo Place || Gérard Dubois || China Hong Kong City || Wan Chai || Rose Rose I Love You (film) || 92 Legendary La Rose Noire || New World Centre
train,5ae324775542994393b9e62f,bridge,hard,Korea University College of Education is based in the city that ranks what in the world by terms of size?,16th,10,2,korea university college of education || seoul,0,0.0,2,korea university college of education || seoul,0,0.0,2,korea university college of education || seoul,0,1,korea university college of education => korea university college of medicine,Korea University–Yonsei University rivalry || Nesna University College || Korea University Station || Korea University Sejong Campus || Cho Minhaeng || Korea University College of Medicine || Vestfold University College || Kim Myeong-in || Jochiwon || Korea University Medical Center
train,5ae3249555429928c423962f,bridge,hard,"The Order of th elithuanian Grand Duke Gediminas features one of the earliest symbols of Lithuania, that was used by the Lithuanian Republic as a minor state symbol during what period?",between World War I and World War II,10,2,columns of gediminas || order of the lithuanian grand duke gediminas,1,1.0,0,,1,1.0,0,,0,0,,Order of the Lithuanian Grand Duke Gediminas || Bayernburg || Antanas Sutkus || Jonas Acus-Acukas || Columns of Gediminas || Erdmonas Simonaitis || Family of Gediminas || Arvydas Každailis || Petras Kunca || Mūza Rubackytė
train,5ae324e85542991a06ce9934,bridge,hard,Who directed the film about the living funeral for Morrie Schwartz ?,"Mick Jackson,",10,2,living funeral || tuesdays with morrie,0,0.5,1,tuesdays with morrie,0,0.5,1,tuesdays with morrie,0,0,,The Castaways on Gilligan's Island || Paul Brickman || Palmy Days || My Man Godfrey || Shooting Fish || Living funeral || A Night at the Opera (film) || Morrie Schwartz || Claudia (1943 film) || Bad Influence (film)
train,5ae3263455429928c4239634,bridge,hard,"On November 2, 2010, John Spratt lost to an AMerican politician who served in the South Carolina General Assembly from 2007 until when?",2011,10,2,john spratt || mick mulvaney,1,1.0,0,,1,1.0,0,,0,0,,Mick Mulvaney || Carroll Place || South Carolina Canal and Railroad Company || South Carolina General Assembly || UNC Health Care || Francis Osborne (North Carolina politician) || North Carolina General Assembly of 2011–12 || Frank I. Osborne || John Spratt || Mickey Michaux
train,5ae326e95542990afbd1e0b6,bridge,hard,"Where is the American Hockey League, that Dan Frawley played in, located?",United States and Canada,10,2,american hockey league || dan frawley (ice hockey),0,0.0,2,american hockey league || dan frawley (ice hockey),0,0.0,2,american hockey league || dan frawley (ice hockey),0,1,dan frawley (ice hockey) => dan frawley,Metropolitan Junior Hockey League || Don O'Hearn || John Torchetti || List of AHL seasons || Marcel Cousineau || Dan Frawley || Philadelphia Arrows || Carter Bancks || Bob Sullivan (ice hockey) || Bryan Helmer
train,5ae327e05542992f92d82220,bridge,hard,GamesMaster has a sister publicantion that is published how many times per year?,13,10,2,edge (magazine) || gamesmaster (magazine),0,0.0,2,edge (magazine) || gamesmaster (magazine),0,0.0,2,edge (magazine) || gamesmaster (magazine),0,0,,Geobiology (journal) || European Sociological Review || E-gold || Behavioural Brain Research || Third World Quarterly || Virulence (journal) || Sexless marriage || Princeton Alumni Weekly || Space Science Reviews || Supply &amp; Demand Chain Executive
train,5ae3281a5542991a06ce9939,comparison,hard,Are both Frank Lloyd and Olivier Assayas American film directors?,no,10,2,frank lloyd || olivier assayas,0,0.0,2,frank lloyd || olivier assayas,0,0.0,2,frank lloyd || olivier assayas,0,0,,Cold Water (film) || Jorge Arriagada || Zeitgeist Films || Something in the Air (2012 film) || Graduation (2016 film) || Demonlover || Paris Awakens || Irma Vep || Eddie's House || Clouds of Sils Maria
train,5ae3287f5542991a06ce993b,bridge,hard,When was the group formed whose Japanese debut EP/ video album is called Nobody for Everybody ?,2006,10,2,nobody for everybody || wonder girls,0,0.5,1,wonder girls,1,1.0,0,,1,0,,T.I. discography || Hey Mama! (song) || Roses Are Red (band) || Alkaline Trio discography || Americana (The Offspring video) || Butthole Surfers discography || Kelly Clarkson videography || List of songs recorded by TVXQ || Nobody for Everybody || The Dillinger Escape Plan discography
train,5ae328df55429928c423963c,bridge,hard,"Dorothy Sarnoff's personal client list included what AMerican novelist, who has sold over 800 million copies of her books?",Danielle Fernandes Dominique Schuelein-Steel,10,2,danielle steel || dorothy sarnoff,1,1.0,0,,1,1.0,0,,0,0,,Vern Yocum || Cybill Shepherd || Danielle Steel || Dick Klotzman || Christopher Essex || Miles Bell || Sociabl || O. E. L. &quot;Bud&quot; Graves || Think and Grow Rich || Dorothy Sarnoff
train,5ae3294155429928c423963d,bridge,hard,"On the Knocking at the Gate in Macbeth is an essay by what English essayist best known for ""Confessions of an English Opium-Eater""?",Thomas Penson De Quincey,10,2,on the knocking at the gate in macbeth || thomas de quincey,1,1.0,0,,1,1.0,0,,0,0,,Thomas De Quincey || Martha Southgate || John Brown (physician) || Marcel Proust || Charles Lamb || Olive Moore || Carol Sklenicka || Judith Moore || On the Knocking at the Gate in Macbeth || James Hogg
train,5ae32b6755429928c4239644,bridge,hard,Wendy Ayche was featured in 2016 in an annual production created by Youtube and what other organization?,Portal A Interactive,10,2,wengie || youtube rewind,0,0.5,1,youtube rewind,1,1.0,0,,1,0,,Rana Hydroelectric Power Station || Sima Hydroelectric Power Station || Svartisen Hydroelectric Power Station || Wengie || Nore Hydroelectric Power Station || Blast! (musical) || Apostle (production company) || Tubular Bells for Two || Automotive industry in Brazil || Return to Eden
train,5ae32c935542990afbd1e0bd,bridge,hard,What English campaigner for the suffragette movement did Angela Down portray? ,Sylvia Pankhurst,10,2,angela down || sylvia pankhurst,0,0.5,1,angela down,0,0.5,1,angela down,0,0,,Clemence Housman || Frances Nacke Noel || Elsie Plant || Sanna Kannasto || William – an Englishman || Suffrajitsu: Mrs. Pankhurst's Amazons || Sylvia Pankhurst || Museum of Motherhood || Gertrude Harding || Mary Lowndes
train,5ae32ce75542992f92d8223d,bridge,hard,What month did the an online adult website whose last print magazine was published in the summer of 2007 recognize Nikita Gross?,January,10,2,nikita gross || perfect 10,1,1.0,0,,1,1.0,0,,0,0,,Animation Magazine || China Business Review || Nikita Gross || M Magazine || Perfect 10 || Grooby Productions || Seed (magazine) || CzechBoys || Twist (magazine) || Worldwide brands
train,5ae32e1a55429928c423964e,comparison,hard,"Which is a beauty magazine, Allure or Claudia?",Allure,10,2,allure (magazine) || claudia (magazine),0,0.5,1,claudia (magazine),0,0.5,1,claudia (magazine),0,0,,Betty Irabor || Alfredo Hoyos (doctor) || List of W Korea cover models || Allure (magazine) || Beautycounter || Anders Manga || List of W cover models || List of Allure cover models || Nüyou || Elle Girl
train,5ae32eca5542994393b9e640,bridge,hard,Who founded a brand of tyres that promotes the Great and British Motorsport Festival?,John Boyd Dunlop,10,2,dunlop tyres || great and british motorsport festival,0,0.5,1,dunlop tyres,1,1.0,0,,1,0,,Great and British Motorsport Festival || Sean Walker (racing driver) || John Quenby || Whitianga Festival of Speed || Prodrive || Charles Cooper (motor manufacturer) || Teamcraft Motorsport || James Vowles || Rod Mansfield || Clyde Valley Racing
train,5ae3305c55429928c423965f,bridge,hard,In Person is a 1935 film starring an actress born in what year?,1911,10,2,ginger rogers || in person (film),0,0.5,1,ginger rogers,1,1.0,0,,1,0,,Smart Girl (film) || The Night Is Young || It's Easy to Remember (And So Hard to Forget) || Convention Girl || O'Shaughnessy's Boy || In Person (film) || King of the Underworld (1939 film) || The Farmer Takes a Wife (1953 film) || Another Face || Loumia Hiridjee
train,5ae336495542990afbd1e0e1,bridge,hard,Which German aeronautical engineer concieved the Dornier Aerodyne?,Alexander Lippisch,10,2,alexander lippisch || dornier aerodyne,1,1.0,0,,1,1.0,0,,0,0,,Kurt Tank || Gustav Lachmann || Dornier Aerodyne || Stout ST || Siegfried Knemeyer || Hans Reissner || Mount Zeppelin || Brunolf Baade || Alexander Baumann (aeronautical engineer) || Alexander Lippisch
train,5ae33a3b5542992f92d8224a,bridge,hard,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with the British presenter who was an Olympic participant in what sport?,bobsledder,10,2,colin bryce || viking: the ultimate obstacle course,0,0.5,1,colin bryce,0,0.5,1,colin bryce,0,0,,Marblemedia || Wipeout (2008 U.S. game show) || Run for Your Lives (obstacle racing) || Viking: The Ultimate Obstacle Course || All American Girl (2003 TV series) || Makoto Nagano || A*mazing || Kunoichi (TV series) || Obstacle racing || Techniques de Randonnée Équestre de Compétition
train,5ae33a6e5542992f92d8224d,comparison,hard,Are Bitter Jester and The Future of Food both documentaries about food?,no,10,2,bitter jester || the future of food,0,0.5,1,the future of food,0,0.5,1,the future of food,0,0,,Konzo || Pyracantha angustifolia || Bitter Jester || Citizens' Greener Evanston || BitterDB || Shopped || Hollywood Outlaw Movie || Bittering agent || Alton Brown || Mazel Tov (play)
train,5ae33bdc5542992f92d8225e,bridge,hard,SpongeBob SquarePants 4D: The Great Jelly Rescue was a sequel to which cel-shaded film found at aquariums and theme parks?,SpongeBob SquarePants 4-D,10,2,spongebob squarepants 4-d || spongebob squarepants 4d: the great jelly rescue,1,1.0,0,,1,1.0,0,,0,0,,"SpongeBob SquarePants 4D: The Great Jelly Rescue || List of SpongeBob SquarePants episodes || SpongeBob SquarePants: Original Theme Highlights || SpongeBob SquarePants 4-D || The SpongeBob Movie: Sponge Out of Water || SpongeBob SquarePants: Lights, Camera, Pants! || SpongeBob SquarePants: Plankton's Robotic Revenge || SpongeBob SquarePants: Legend of the Lost Spatula || List of SpongeBob SquarePants guest stars || The SpongeBob SquarePants Movie"
train,5ae33c4d5542992f92d82262,bridge,hard,Robert Suettinger was the national intelligence officer under which former Governor of Arkansas?,William Jefferson Clinton,10,2,bill clinton || robert suettinger,0,0.5,1,bill clinton,0,0.5,1,bill clinton,0,0,,National Intelligence Medal for Valor || Ground Intelligence Officer || Director of the Defense Intelligence Agency || National Intelligence Cross || National Intelligence Medal of Achievement || National Intelligence Superior Service Medal || National Intelligence Board || Robert Suettinger || National Intelligence Reform Medal || National Intelligence Estimate
train,5ae33cf55542992f92d82268,bridge,hard,Estrojam's Decibelle Music and Culture Festival has been headlined by which American singer-songwriter and model?,Cat Power,10,2,cat power || estrojam's decibelle music and culture festival,0,0.5,1,cat power,0,0.5,1,cat power,0,0,,Alphan Eşeli || Savvas Houvartas || Ludwigsburg Festival || Southern Heritage Festival || Gidi Culture Festival || Ulsan Culture &amp; Arts Center || Riddu Riđđu || Estrojam's Decibelle Music and Culture Festival || Chicago Maritime Festival || Baščaršija Nights
train,5ae33f9a5542990afbd1e0f1,bridge,hard,What did Phuture begin that spread to the United Kingdom and Europe,acid-house,10,2,acid house || phuture,0,0.0,2,acid house || phuture,0,0.0,2,acid house || phuture,0,0,,Classical music of the United Kingdom || Malaysians in the United Kingdom || Capital Index || Night Visions Tour || United Kingdom || I Begin to Wonder || West African Ebola virus epidemic || Casualty (series 26) || Administrative geography of the United Kingdom || LGBT rights in Northern Ireland
train,5ae33fa95542990afbd1e0f2,comparison,hard,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,10,2,gravel v. united states || minersville school district v. gobitis,1,1.0,0,,1,1.0,0,,0,0,,Safford Unified School District v. Redding || Cedar Rapids Community School Dist. v. Garret F. || Minersville School District v. Gobitis || Forest Grove School District v. T. A. || Owasso Independent School District v. Falvo || Bethel School District v. Fraser || Henry W. Sawyer || Elk Grove Unified School District v. Newdow || Gravel v. United States || Abington School District v. Schempp
train,5ae346365542991a06ce9985,bridge,hard,The vynil collectible Vinylmation are all shaped with the body of a cartoon character created by who ?,Walt Disney and Ub Iwerks,10,2,mickey mouse || vinylmation,0,0.5,1,mickey mouse,0,0.5,1,mickey mouse,0,0,,Crazy Castle (series) || Bosko || Pete (Disney) || Sony marketing || Donald Duck || Vinylmation || Secret Squirrel || Felix the Cat || Pluto (Disney) || Farmer Al Falfa
train,5ae347fb5542992e3233c368,bridge,hard,"In the 2004 United States senate election, re-election was won by what American plitician who was first elected in 1998, defeating what three-term Republican incumbent?",Al D'Amato,10,2,"chuck schumer || united states senate election in new york, 2004",1,1.0,0,,1,1.0,0,,0,0,,"United States Senate election in Montana, 1942 || United States Senate election in Montana, 1954 || United States Senate election in Montana, 1948 || Al Doty || Chuck Schumer || United States Senate election in California, 2004 || United States Senate election in Montana, 1928 || United States Senate election in Iowa, 2004 || Electoral history of George McGovern || United States Senate election in New York, 2004"
train,5ae34a225542992e3233c370,comparison,hard,Did the playwrights Eugène Ionesco and Paul Scott live during the same time period?,yes,10,2,eugène ionesco || paul scott (novelist),0,0.5,1,paul scott (novelist),0,0.5,1,paul scott (novelist),0,0,,Lonely Planet (play) || Victims of Duty || The Bald Soprano || The New Tenant || Eugène Ionesco || The Lesson || Exit the King || The Killer (play) || Rebecca Forstadt || Donald Allen
train,5ae352285542994393b9e685,bridge,hard,Rumble Fish was a novel by the author of the coming-of-age novel published in what year by Viking Press?,1967,10,2,rumble fish (novel) || the outsiders (novel),1,1.0,0,,1,1.0,0,,0,0,,Rumble Fish || The Rumble Fish || Too Many Women (novel) || The Rumble Fish 2 || The Outsiders (novel) || Rumble Fish (novel) || Rusty-James || In the Best Families || And Be a Villain || Labor Day (novel)
train,5ae356045542990afbd1e10d,bridge,hard,"What city has a football team and had a player from Pago Pago, American Samoa play for it?","He is from Pago Pago, American Samoa and played college football at Oregon.",10,2,matt toeaina || oregon ducks football,0,0.0,2,matt toeaina || oregon ducks football,0,0.5,1,matt toeaina,1,0,,Tutuila || Pago Youth FC || Pago Pago || Faga'alu || Veterans Memorial Stadium (Pago Pago) || Inter Island Airways || WNG710 || KKHJ-FM || Judiciary of American Samoa || American Samoa national football team
train,5ae357745542992f92d8229b,bridge,hard,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions,10,2,charles tazewell || the small one,0,0.5,1,the small one,0,0.5,1,the small one,0,0,,Liewe Heksie || Wilbooks || Hank Zipzer's Christmas Catastrophe || An Na || Pichilemu Blues || Charles Tazewell || Randy Romero || Gábor Nógrádi || The Face on the Milk Carton (film) || Kraft Suspense Theatre
train,5ae358c05542990afbd1e10f,bridge,hard,Who sparked the 972 unrest in Lithuanian SSR?,Romas Kalanta,10,2,1972 unrest in lithuania || romas kalanta,0,0.5,1,romas kalanta,0,0.5,1,romas kalanta,0,0,,"Sovetskaya Litva || Lithuanian Academy of Sciences || Lithuanian Supreme Soviet election, 1990 || People's Artist of the Lithuanian SSR || Council of Ministers of the Lithuanian SSR || Bronius Vyšniauskas || Byelorussian Soviet Socialist Republic || Military occupations by the Soviet Union || 1972 unrest in Lithuania || Supreme Soviet of the Lithuanian SSR"
train,5ae35b035542992e3233c3ae,bridge,hard,William Bromley-Davenport held political office under the Prime Minister who was of which party?,Conservative,10,2,arthur balfour || william bromley-davenport (british army officer),0,0.5,1,arthur balfour,0,0.5,1,arthur balfour,0,0,,Office of the Prime Minister (Canada) || Deputy Prime Minister of Pakistan || Sunthorn Kongsompong || Deputy Prime Minister of Malaysia || Abd Allah Siraj || William Bromley-Davenport (British Army officer) || Prime Minister of Zimbabwe || Han Myeong-sook || List of Prime Ministers of Vietnam || Baron Melchett
train,5ae35b6b5542990afbd1e116,bridge,hard,Knockout song was from which album of Lil Wayne on Cash Money Records ?,Rebirth,10,2,knockout (lil wayne song) || rebirth (lil wayne album),0,0.0,2,knockout (lil wayne song) || rebirth (lil wayne album),0,0.0,2,knockout (lil wayne song) || rebirth (lil wayne album),0,2,knockout (lil wayne song) => lil wayne || rebirth (lil wayne album) => lil wayne,Drew Correa || So Far Gone (EP) || Ronald &quot;Slim&quot; Williams || Baller Blockin' (soundtrack) || Cash Money Millionaires || Tha Carter IV || Lil Wayne || Big Tymers || B.G. (rapper) || Cash Money Records
train,5ae35c945542992e3233c3bd,bridge,hard,"Jay-Z released his 1996 Rolling Stone-rated ""500 Greatest"" album on which record labels?",Roc-A-Fella Records and Priority Records,10,2,jay-z || reasonable doubt (album),0,0.5,1,reasonable doubt (album),0,0.5,1,reasonable doubt (album),0,0,,What's My Name? (Snoop Doggy Dogg song) || Time to Pretend || Number 1 Record || Dear Summer || Beast of Burden (song) || Priority Records || Ritmoteca.com || I'm Still in Love with You (Al Green album) || List of record labels from Bristol || Jay-Z
train,5ae362105542991a06ce99ae,bridge,hard,What was the size of the 1700 Cascadia earthquake predicted by Kenji Satake?,8.7,10,2,1700 cascadia earthquake || kenji satake,1,1.0,0,,1,1.0,0,,0,0,,Earthquake duration magnitude || Synthetic seismogram || 1997 Jiashi earthquakes || 1975 Haicheng earthquake || 2008 Sichuan earthquake || The Jupiter Effect || Zalzala Koh || 1700 Cascadia earthquake || UCERF3 || Kenji Satake
train,5ae363e85542994393b9e6a5,bridge,hard,Thomas Parker Sanborn was a model for the protagonist in the only novel by a poet originally from what country?,Spain,10,2,george santayana || thomas parker sanborn,0,0.5,1,george santayana,0,0.5,1,george santayana,0,0,,"Thomas Parker, 3rd Earl of Macclesfield || Pitts Sanborn || Thomas Parker Sanborn || Hugh McCulloch (poet) || Henry Meyer || T. Parker Host, Sr. || Thomas Parker (engineer) || Thomas Parker (Maine) || Jamie Parker (politician) || Jim Parker (American football)"
train,5ae363ff5542992f92d822bc,bridge,hard,Erwin Lambert was a member of which paramilitary organization under Hitler?,Schutzstaffel,10,2,erwin lambert || schutzstaffel,0,0.5,1,erwin lambert,0,0.5,1,erwin lambert,0,0,,Provisional Irish Republican Army || Roman Legion (1941–43) || National Socialist Flyers Corps || Night of the Long Knives || Nazi Germany paramilitary ranks || Irgun || Cham Albanian collaboration with the Axis || Schutzstaffel || Risiera di San Sabba || Vicente Castaño
train,5ae364285542991a06ce99b3,bridge,hard,What stye of Martial arts did Royler Gracie tutor Maurcio Villardo?,Brazilian jiu-jitsu,10,2,mauricio villardo || royler gracie,1,1.0,0,,1,1.0,0,,0,0,,Rickson Gracie || Deep (mixed martial arts) || Robin Gracie || Hélio Gracie || Mauricio Villardo || Wellington &quot;Megaton&quot; Dias || Rolls Gracie || Kazushi Sakuraba || Royler Gracie || Ashi-Hishigi
train,5ae365205542990afbd1e12d,bridge,hard,"Who is the creator of the animated television series that its fourteenth episode of season three's title is ""Time Keeps on Slippin""?",Matt Groening,10,2,futurama || time keeps on slippin',0,0.5,1,futurama,0,0.5,1,futurama,0,0,,Bloody Mary (South Park) || Time Keeps On Slippin' || Phineas and Ferb's Quantum Boogaloo || The Death Camp of Tolerance || Fatzcarraldo || The Itchy &amp; Scratchy &amp; Poochie Show || John Doe (Prison Break) || Pip (South Park) || Simon &amp; Marcy || Chef Aid
train,5ae368715542991a06ce99bd,bridge,hard,Which major Australian city is close to the Pelican Point Power Station on the Lefevre Peninsula?,Adelaide,10,2,lefevre peninsula || pelican point power station,0,0.5,1,lefevre peninsula,0,0.5,1,lefevre peninsula,0,0,,"Pelican Point, Adelaide || SEAGas pipeline || North Point Power Station || Brayton Point Power Station || Uskmouth power stations || Blackwall Point Power Station || Pelican Point Power Station || Bunnerong Power Station || Black Point Power Station || Chain Valley Colliery"
train,5ae36ee05542992f92d822c4,bridge,hard,On what date will the election for which Krishanti Vignarajah is a declared Democratic candidate be held?,"November 6, 2018",10,2,"krishanti vignarajah || maryland gubernatorial election, 2018",0,0.5,1,"maryland gubernatorial election, 2018",0,0.5,1,"maryland gubernatorial election, 2018",0,0,,"Wisconsin gubernatorial election, 1914 || Missouri gubernatorial election, 1896 || United States presidential election, 1964 || United States presidential election in Ohio, 1964 || Hawaii gubernatorial election, 1982 || Hawaii gubernatorial election, 1978 || Barratt O'Hara || Krishanti Vignarajah || United States presidential election, 1916 || Emilio Vazquez"
train,5ae370295542992e3233c402,comparison,hard,Henry Roth and Lewis Mumford are both this nationality?,American,10,2,henry roth || lewis mumford,0,0.5,1,henry roth,0,0.5,1,henry roth,0,0,,Jack Hillmer || Technics and Civilization || The City in History || Regional Planning Association of America || Megalopolis || Lewis Mumford House || The Myth of the Machine || Critical Mass (book) || Lewis Mumford || Thom Nickels
train,5ae375955542990afbd1e15d,bridge,hard,"what is the group called that Dianne Morgan and Joe Wilkinson a part of in the BBC comedy ""Two Episodes of Mash""",the deadpan sketch group,10,2,diane morgan || live at the electric,1,1.0,0,,1,1.0,0,,0,0,,Diane Morgan || My Family (series 10) || Start-rite || Live at the Electric || Nora Lewin || John Jackson (writer) || Lucy Davis || 7 Day Sunday || David Earl (actor) || Egypt (TV series)
train,5ae376a35542990afbd1e163,comparison,hard,Are Peter Balakian and James Der Derian both teachers?,yes,10,2,james der derian || peter balakian,1,1.0,0,,1,1.0,0,,0,0,,The Burning Tigris || Peter Balakian || Gottfried von der Goltz || Human Terrain: War Becomes Academic || Dustin Brown || Armenian Golgotha || Virtual war || James Der Derian || The Stryder || Ozone Journal
train,5ae377415542992e3233c40a,comparison,hard,"Which author was a dentist, Zane Grey or Bhabananda Deka?",Pearl Zane Grey,10,2,bhabananda deka || zane grey,1,1.0,0,,1,1.0,0,,0,0,,Zane Grey Estate || Nalini Prava Deka || Zane Grey Museum || Save the Brahmaputra River || Bhabananda Deka || Zane Grey || Zane Grey Cabin || Romer Zane Grey || Timeless (Jim Ankan Deka album) || Economy of Assam
